user_id,category,count,total,avg,median,min_amount,max_amount
user_521,Развлечения,19,313156.0,16481.89,2080.0,120.0,200000.0
user_521,Ремонт,22,105622.0,4801.0,749.0,80.0,50000.0
user_521,Рестораны,16,74438.0,4652.38,1161.5,75.0,30000.0
user_521,Связь,18,388972.09,21609.56,1640.0,3.09,300000.0
user_521,Спорт,21,121385.0,5780.24,1476.0,80.0,62000.0
user_521,Страхование,17,76004.33,4470.84,1350.0,100.0,49700.0
user_521,Такси,16,256010.0,16000.62,4730.0,500.0,121000.0
user_521,Транспорт,19,227181.0,11956.89,2940.0,85.0,60000.0
user_521,Штрафы,25,280047.73,11201.91,2000.0,120.0,65000.0
user_521,Электроника,17,135153.0,7950.18,2150.0,120.0,54580.0
user_560,Авто,20,288850.0,14442.5,1971.0,10.0,200000.0
user_560,Аренда,16,86980.0,5436.25,1715.0,300.0,28000.0
user_560,Дети,25,132139.0,5285.56,2480.0,300.0,30000.0
user_560,Инвестиции,17,114442.7,6731.92,3000.0,299.99,34500.0
user_560,Коммуналка,14,121695.52,8692.54,1920.0,120.0,55000.0
user_560,Красота,17,288795.0,16987.94,5000.0,80.0,100000.0
user_560,Кредиты,15,136745.0,9116.33,1500.0,130.0,100000.0
user_560,Медицина,16,111220.0,6951.25,1695.0,100.0,75000.0
user_560,Образование,15,206025.0,13735.0,2900.0,200.0,110000.0
user_560,Одежда,22,80373.5,3653.34,1591.0,80.0,15000.0
user_560,Питомцы,19,303275.0,15961.84,1580.0,120.0,200000.0
user_560,Подарки,20,53303.0,2665.15,1075.0,200.0,12000.0
user_560,Подписки,27,195450.0,7238.89,3000.0,100.0,33990.0
user_560,Продукты,18,155370.0,8631.67,2800.0,450.0,55000.0
user_560,Путешествия,20,56804.0,2840.2,2342.0,120.0,10000.0
user_560,Развлечения,16,47575.0,2973.44,1160.0,15.0,18000.0
user_560,Ремонт,19,215828.0,11359.37,1999.0,149.0,120000.0
user_560,Рестораны,19,492409.0,25916.26,2000.0,120.0,246000.0
user_560,Связь,11,25096.78,2281.53,600.0,150.0,10346.78
user_560,Спорт,23,159305.0,6926.3,2160.0,120.0,40000.0
user_560,Страхование,24,179964.0,7498.5,1880.0,85.0,105000.0
user_560,Такси,17,307304.0,18076.71,2000.0,80.0,150000.0
user_560,Транспорт,28,120827.0,4315.25,2000.0,120.0,20000.0
user_560,Штрафы,22,66104.0,3004.73,765.0,15.0,21000.0
user_560,Электроника,29,454933.0,15687.34,5000.0,80.0,120000.0
user_665,Авто,21,209471.0,9974.81,1860.0,160.0,150000.0
user_665,Аренда,21,379453.0,18069.19,2380.0,120.0,240000.0
user_665,Дети,22,99917.0,4541.68,2140.0,100.0,22652.0
user_665,Инвестиции,27,94530.0,3501.11,2000.0,80.0,19000.0
user_665,Коммуналка,20,111098.0,5554.9,608.0,75.0,65422.0
user_665,Красота,24,966488.05,40270.34,3052.5,120.0,728000.0
user_665,Кредиты,22,111062.5,5048.3,1386.25,85.0,55000.0
user_665,Медицина,13,187477.15,14421.32,1200.0,120.0,114790.0
user_665,Образование,25,126936.0,5077.44,2485.0,294.0,40000.0
user_665,Одежда,14,329069.6,23504.97,2115.0,320.0,169000.0
user_665,Питомцы,17,249063.5,14650.79,1500.0,11.0,100000.0
user_665,Подарки,27,96200.0,3562.96,1370.0,80.0,25000.0
user_665,Подписки,23,74785.0,3251.52,2500.0,120.0,10000.0
user_665,Продукты,14,58777.91,4198.42,3192.96,200.0,12717.0
user_665,Путешествия,20,81437.0,4071.85,1479.5,120.0,40000.0
user_665,Развлечения,23,43594.0,1895.39,850.0,80.0,18400.0
user_665,Ремонт,16,84773.0,5298.31,1250.0,120.0,52200.0
user_665,Рестораны,17,112248.91,6602.88,4000.0,80.0,53015.0
user_665,Связь,22,140014.0,6364.27,1995.0,120.0,55000.0
user_665,Спорт,24,195906.25,8162.76,1203.0,11.0,130000.0
user_665,Страхование,19,108952.0,5734.32,1380.0,120.0,47450.0
user_665,Такси,21,123501.69,5881.03,1999.0,50.0,58235.0
user_665,Транспорт,21,180676.0,8603.62,1706.0,50.0,70000.0
user_665,Штрафы,15,368639.0,24575.93,1315.0,20.0,250000.0
user_665,Электроника,18,81647.0,4535.94,1875.0,150.0,25000.0
user_777,Авто,17,181485.0,10675.59,1500.0,80.0,150000.0
user_777,Аренда,13,54785.1,4214.24,1114.28,10.82,30000.0
user_777,Дети,13,81559.25,6273.79,1198.0,80.0,50000.0
user_777,Инвестиции,21,45126.0,2148.86,1050.0,100.0,10000.0
user_777,Коммуналка,11,206759.0,18796.27,2500.0,100.0,90000.0
user_777,Красота,16,205082.0,12817.62,1995.0,529.0,100000.0
user_777,Кредиты,13,67089.0,5160.69,1700.0,85.0,30000.0
user_777,Медицина,20,81017.96,4050.9,1295.0,20.0,27400.0
user_777,Образование,15,42933.0,2862.2,1324.0,15.0,10500.0
user_777,Одежда,25,743980.0,29759.2,3000.0,200.0,298512.0
user_777,Питомцы,16,115292.0,7205.75,7000.0,100.0,19000.0
user_777,Подарки,13,43150.0,3319.23,715.0,120.0,13000.0
user_777,Подписки,16,44284.0,2767.75,1000.0,90.0,15000.0
user_777,Продукты,16,48722.0,3045.12,1050.0,120.0,30000.0
user_777,Путешествия,16,119030.0,7439.38,2450.0,100.0,70000.0
user_777,Развлечения,17,145674.69,8569.1,4990.0,200.0,50000.0
user_777,Ремонт,28,424147.88,15148.14,3817.94,245.0,200000.0
user_777,Рестораны,26,211828.0,8147.23,1390.0,11.0,55000.0
user_777,Связь,26,505330.99,19435.81,1825.0,100.0,230000.0
user_777,Спорт,24,103939.2,4330.8,1440.0,23.2,30000.0
user_777,Страхование,29,205706.0,7093.31,3200.0,120.0,80000.0
user_777,Такси,23,74999.69,3260.86,660.0,120.0,15000.0
user_777,Транспорт,15,114842.0,7656.13,1400.0,120.0,68850.0
user_777,Штрафы,23,128728.0,5596.87,3000.0,230.0,23004.0
user_777,Электроника,13,74013.0,5693.31,2550.0,120.0,19000.0
user_809,Авто,22,110360.0,5016.36,1695.0,250.0,50000.0
user_809,Аренда,14,88884.0,6348.86,2145.0,120.0,50000.0
user_809,Дети,15,121096.0,8073.07,1106.0,300.0,100000.0
user_809,Инвестиции,23,135757.52,5902.5,1820.0,80.0,49000.0
user_809,Коммуналка,18,321238.0,17846.56,2350.0,80.0,100000.0
user_809,Красота,15,32366.37,2157.76,1500.0,80.0,9000.0
user_809,Кредиты,14,90925.0,6494.64,1840.0,200.0,58275.0
user_809,Медицина,19,142756.0,7513.47,2650.0,80.0,52000.0
user_809,Образование,17,42327.0,2489.82,1000.0,20.0,11617.0
user_809,Одежда,19,733686.0,38615.05,1750.0,130.0,250000.0
user_809,Питомцы,18,110201.57,6122.31,3125.0,200.0,48000.0
user_809,Подарки,20,93370.0,4668.5,1750.0,15.0,50000.0
user_809,Подписки,19,146415.0,7706.05,1495.0,310.0,50000.0
user_809,Продукты,11,206600.0,18781.82,2800.0,500.0,70000.0
user_809,Путешествия,13,116240.0,8941.54,2450.0,275.0,70000.0
user_809,Развлечения,16,489243.33,30577.71,2416.66,100.0,297000.0
user_809,Ремонт,15,89188.0,5945.87,1010.0,118.0,60000.0
user_809,Рестораны,15,77440.0,5162.67,1900.0,110.0,45000.0
user_809,Связь,27,238248.4,8824.01,2790.0,120.0,55000.0
user_809,Спорт,27,108659.11,4024.41,1700.0,3.11,20000.0
user_809,Страхование,15,46662.0,3110.8,1390.0,200.0,14000.0
user_809,Такси,22,101682.0,4621.91,700.0,100.0,50000.0
user_809,Транспорт,15,88875.5,5925.03,555.0,150.0,53750.0
user_809,Штрафы,22,483524.69,21978.4,2250.0,80.0,200000.0
user_809,Электроника,13,132900.0,10223.08,2500.0,40.0,55000.0
user_966,Авто,21,137066.0,6526.95,1500.0,20.0,55000.0
user_966,Аренда,21,148015.0,7048.33,2050.0,120.0,100000.0
user_966,Дети,23,182968.75,7955.16,1000.0,200.0,60588.0
user_966,Инвестиции,20,122429.0,6121.45,2950.0,90.0,30000.0
user_966,Коммуналка,16,224854.5,14053.41,2125.0,5.8,180000.0
user_966,Красота,23,546535.0,23762.39,1470.0,245.0,500000.0
user_966,Кредиты,16,101799.4,6362.46,1775.0,80.0,60000.0
user_966,Медицина,17,119478.0,7028.12,2000.0,120.0,68000.0
user_966,Образование,17,485423.0,28554.29,2000.0,200.0,300000.0
user_966,Одежда,23,108541.5,4719.2,2000.0,120.0,30000.0
user_966,Питомцы,23,490451.0,21323.96,3780.0,80.0,200000.0
user_966,Подарки,20,317726.0,15886.3,3333.5,120.0,100000.0
user_966,Подписки,20,70897.83,3544.89,1450.0,120.0,19800.0
user_966,Продукты,15,156260.99,10417.4,2020.0,50.0,36500.0
user_966,Путешествия,25,257490.0,10299.6,1280.0,120.0,89800.0
user_966,Развлечения,12,931580.0,77631.67,2200.0,500.0,450000.0
user_966,Ремонт,14,160444.3,11460.31,1000.0,80.0,75000.0
user_966,Рестораны,17,105926.0,6230.94,1700.0,80.0,60000.0
user_966,Связь,19,71912.0,3784.84,1200.0,120.0,21956.0
user_966,Спорт,25,229095.0,9163.8,1400.0,200.0,85000.0
user_966,Страхование,23,355180.0,15442.61,3000.0,80.0,100000.0
user_966,Такси,28,162363.0,5798.68,1615.0,80.0,50000.0
user_966,Транспорт,24,303742.0,12655.92,2505.0,80.0,100000.0
user_966,Штрафы,14,26058.0,1861.29,1085.0,100.0,12400.0
user_966,Электроника,12,59380.0,4948.33,975.0,200.0,25000.0
